id_artist,artist_name
1319,Theatre of Voices
1320,Tomasz Stanko Quintet
1321,Boston
1322,The Drones
1323,John Mayall
1324,The Tragically Hip
1325,Non Phixion
1326,Maxophone
1327,Vlad Tepes
1328,Unida
1329,Devil Doll
1330,Irish Coffee
1331,Oneohtrix Point Never
1332,Tohru Aizawa Quartet
1333,Benny the Butcher
1334,Ange
1335,PMMP
1336,Mazzy Star
1337,Pure Reason Revolution
1338,IQ
1339,Som Imaginário
1340,Fantasy
1341,In Flames
1342,The Gaslight Anthem
1343,Weather Report
1344,England
1345,Power of Zeus
1346,Nick Lowe
1347,Slaughter
1348,Fifth Angel
1349,Sandy Denny
1350,Gov&#39;t Mule
1351,The Dillards
1352,Weatherday
1353,Spellling
1354,ZZ Top
1355,Tracy Chapman
1356,Asphyx
1357,Oceansize
1358,pg.99
1359,Malevolent Creation
1360,Demolition Hammer
1361,Be&#39;lakor
1362,Micah P. Hinson
1363,After the Burial
1364,Joe Farrell
1365,Swans
1366,Contortions
1367,Ulcerate
1368,Arti &amp; Mestieri
1369,Cream
1370,Hunger
1371,Bloc Party
1372,Haken
1373,The Wedding Present
1374,Léo Ferré
1375,Pete Brown &amp; Piblokto!
1376,Protomartyr
1377,Jesu
1378,Georges Brassens
1379,Halford
1380,Syl Johnson
1381,Sam &amp; Dave
1382,Lemon Demon
1383,Low
1384,Sun Ra &amp; His Solar Arkestra
1385,Go-Betweens
1386,Tristania
1387,MONO
1388,Deepchord Presents Echospace
1389,Phideaux
1390,James Gang
1391,NoMeansNo
1392,Cock Sparrer
1393,MIKE
1394,Hibria
1395,Timeless Miracle
1396,Sex Pistols
1397,Red Hot Chili Peppers
1398,Everything Everything
1399,Botch
1400,R.A.P. Ferreira
1401,Helstar
1402,Incantation
1403,Brown and Roach
1404,Dick Gaughan
1405,Zappa
1406,Alaska y Dinarama
1407,Dr. Octagon
1408,Eloy
1409,Crowbar
1410,Shivkumar Sharma
1411,Chris Isaak
1412,Evergrey
1413,Alcest
1414,Residents
1415,Muse
1416,Draconian
1417,Every Time I Die
1418,Roc Marciano
1419,Infernäl Mäjesty
1420,The Blue Öyster Cult
1421,Stars of the Lid
1422,Streetlight Manifesto
1423,Richard Thompson
1424,Michelle Shocked
1425,Pino Daniele
1426,Junipher Greene
1427,Culprate
1428,Spirogyra
1429,Ron Sexsmith
1430,Huun-Huur-Tu
1431,Saint Vitus
1432,Moss Icon
1433,Marijata
1434,Psychotic Waltz
1435,Hopesfall
1436,Guthrie Govan
1437,Mink DeVille
1438,The Hotelier
1439,Anthony Phillips
1440,Sean Price
1441,Michael Hurley
1442,"Emerson, Lake &amp; Palmer"
1443,O&#39;Jays
1444,Deströyer 666
1445,Slapp Happy
1446,Aerosmith
1447,Atheist
1448,Virgin Black
1449,Truly
1450,Slade
1451,Falkenbach
1452,Charizma &amp; Peanut Butter Wolf
1453,Moving Gelatine Plates
1454,Secret Oyster
1455,Magnetic Fields
1456,Kaliber 44
1457,Akercocke
1458,万能青年旅店 
1459,Master Ace
1460,Green Day
1461,Christian Death
1462,Naked City
1463,The Afghan Whigs
1464,Tenhi
1465,Saetia
1466,Suzanne Vega
1467,Camberwell Now
1468,Dark Quarterer
1469,Canned Heat
1470,Buckethead
1471,Roy Buchanan
1472,Red House Painters
1473,Trees
1474,Fusion Orchestra
1475,Fever Ray
1476,The Chemical Brothers
1477,toe
1478,The Crazy World of Arthur Brown
1479,Blut aus Nord
