id_albuma,genre
783,Electronic
783,Post-Industrial
784,Abstract Hip Hop
784,East Coast Hip Hop
785,Post-Hardcore
785,Alternative Rock
786,Film Score
786,Cinematic Classical
787,Neoclassical Darkwave
787,Avant-Folk
788,Folk Metal
788,Viking Metal
789,Blues Rock
790,Video Game Music
790,Sequencer &amp; Tracker
791,Power Metal
792,Indie Rock
792,Post-Punk Revival
793,New Wave
793,Pub Rock
794,Metalcore
795,Deep Soul
795,Southern Soul
796,Modern Classical
797,Tango nuevo
798,Technical Thrash Metal
799,Folk Rock
799,Psychedelic Pop
799,Pop Rock
800,Pop Rock
800,Folk Rock
801,Heavy Metal
801,US Power Metal
802,Progressive Rock
803,Electronic
803,Post-Industrial
803,Experimental
804,Contemporary Folk
804,Singer/Songwriter
804,Slowcore
805,Art Rock
805,Singer/Songwriter
806,Post-Punk
807,Atmospheric Sludge Metal
807,Post-Metal
808,Punk Rock
808,Post-Punk
809,Folk Pop
809,Folk Rock
810,Ambient Trance
810,Progressive Trance
810,Progressive Breaks
811,Poezja śpiewana
812,Heavy Metal
813,East Coast Hip Hop
814,IDM
814,Experimental
815,Country
815,Singer/Songwriter
815,Contemporary Folk
816,Rock &amp; Roll
816,Rhythm &amp; Blues
817,Jazz Fusion
817,Jazz-Rock
818,Southern Soul
818,Deep Soul
819,Alternative Rock
819,Art Rock
820,Third Stream
820,Post-Minimalism
821,East Coast Hip Hop
821,Conscious Hip Hop
822,Stoner Metal
823,Singer/Songwriter
823,Dark Cabaret
824,Singer/Songwriter
824,Folk Rock
825,Pop Rock
826,Grunge
826,Alternative Metal
827,Avant-Garde Jazz
827,Post-Bop
828,Stand-Up Comedy
829,Hard Rock
829,Progressive Rock
830,Technical Death Metal
830,Death Metal
831,Dream Pop
831,Shoegaze
832,Power Metal
833,Neoclassical Darkwave
834,Impressionism
835,Modern Classical
835,Chamber Music
836,Indie Rock
836,Pop Rock
837,Blues Rock
838,Singer/Songwriter
838,Contemporary Folk
839,Blues Rock
839,Southern Rock
840,Blues Rock
840,Hard Rock
841,Hard Rock
842,Film Score
842,Cinematic Classical
842,Orchestral
843,Electropop
843,Art Pop
844,Black Metal
845,West Coast Hip Hop
845,Abstract Hip Hop
845,Jazz Rap
845,Experimental Hip Hop
846,Cowpunk
846,Alternative Rock
847,Chamber Pop
848,Chicago Blues
849,Film Score
849,Orchestral
849,Cinematic Classical
850,Berlin School
850,Progressive Electronic
851,Blues Rock
852,Acoustic Blues
852,Film Score
853,Dark Ambient
853,Video Game Music
854,Sound Collage
854,Neo-Soul
855,Southern Soul
856,East Coast Hip Hop
856,Abstract Hip Hop
856,Boom Bap
857,Video Game Music
857,Sequencer &amp; Tracker
857,Ambient
858,UK Hip Hop
858,Conscious Hip Hop
859,Soul
859,Rhythm &amp; Blues
859,Pop Soul
860,Singer/Songwriter
860,Americana
860,Alt-Country
860,Contemporary Folk
861,Southern Hip Hop
862,Progressive Rock
863,Death Metal
864,Folk Rock
864,Acoustic Rock
865,Deep House
866,Neoclassical Darkwave
867,Alternative Rock
867,Singer/Songwriter
867,Downtempo
868,Synthpop
869,Gothic Metal
870,Soul
871,Spiritual Jazz
872,Avant-Garde Jazz
872,Modal Jazz
873,Gothic Rock
873,Post-Punk
874,Avant-Folk
875,American Primitivism
876,Jazz-Rock
876,Krautrock
877,Heavy Psych
877,Hard Rock
878,Canzone d&#39;autore
878,Chamber Folk
879,Funk
879,Soul
880,Minimalism
880,Chamber Music
881,Jazz
881,ECM Style Jazz
882,Singer/Songwriter
882,Indie Pop
883,Progressive Rock
884,Post-Punk
884,Art Punk
885,Progressive Rock
885,Symphonic Prog
886,Post-Punk
886,Post-Hardcore
887,Soul
887,Rhythm &amp; Blues
888,East Coast Hip Hop
888,Boom Bap
888,Conscious Hip Hop
888,Hardcore Hip Hop
889,Pop Rock
889,Alternative Rock
890,Electric Blues
890,Soul Blues
891,Singer/Songwriter
891,Piano Blues
892,Thrash Metal
893,Neo-Prog
894,Progressive Rock
894,Jazz-Rock
895,Big Band
896,Film Score
896,Cinematic Classical
897,Art Pop
897,Avant-Folk
898,Funk
898,Soul
899,Bubblegum Bass
899,Deconstructed Club
900,Coldwave
900,Post-Punk
901,Indie Folk
902,Symphonic Prog
902,Progressive Rock
903,Ska Punk
903,Skate Punk
904,Folk Pop
904,Progressive Pop
904,Art Pop
905,Post-Bop
905,Jazz Fusion
906,Heavy Metal
906,US Power Metal
907,Nueva canción latinoamericana
908,MPB
908,Singer/Songwriter
909,Noise Pop
909,Shoegaze
910,Symphonic Metal
910,Power Metal
911,Noise Rock
911,Post-Hardcore
912,Southern Hip Hop
913,Thrash Metal
914,East Coast Hip Hop
914,Hardcore Hip Hop
915,Grindcore
916,Modern Classical
916,Symphony
917,Rock
917,Pop Rock
918,Krautrock
918,Experimental Rock
919,Film Score
919,Cinematic Classical
919,Modern Classical
920,Progressive Rock
921,Folk Rock
921,Progressive Rock
922,Thrash Metal
923,Heavy Metal
923,US Power Metal
924,Video Game Music
924,16-bit
925,Psychedelic Rock
925,Garage Rock
926,Singer/Songwriter
926,Contemporary Folk
927,Singer/Songwriter
927,Piano Rock
927,Pop Rock
928,Progressive Metal
928,Technical Thrash Metal
929,Progressive Metal
930,Post-Bop
931,Soul
931,Country Soul
932,Progressive Folk
932,Poezja śpiewana
932,Folk Rock
933,Film Score
933,Modern Classical
933,Minimalism
934,Conscious Hip Hop
935,Progressive Rock
936,Roots Reggae
937,Post-Bop
938,Memphis Rap
938,Southern Hip Hop
939,Heavy Metal
940,Heavy Metal
940,US Power Metal
941,Alternative Metal
942,Industrial Hip Hop
942,Conscious Hip Hop
942,Abstract Hip Hop
942,Experimental Hip Hop
942,East Coast Hip Hop
943,Progressive Metal
944,Post-Bop
945,Pop Rock
946,Punk Rock
947,Symphonic Rock
947,Pop Rock
948,Conscious Hip Hop
948,Boom Bap
948,Jazz Rap
949,Post-Punk
950,Gothic Metal
951,West Coast Hip Hop
951,Boom Bap
952,Smooth Soul
953,Blues Rock
954,Stand-Up Comedy
955,Neo-Psychedelia
955,Psychedelic Rock
956,Thrash Metal
957,Vocal Jazz
957,Standards
958,Blues Rock
958,Hard Rock
959,Math Rock
959,Noise Rock
959,Experimental Rock
960,Pop Rock
960,Mod
961,Free Jazz
962,Hard Rock
963,Punk Rock
964,Soul Jazz
965,Funk Metal
965,Alternative Metal
966,Chamber Pop
967,Standards
967,Vocal Jazz
968,Conscious Hip Hop
968,East Coast Hip Hop
968,Boom Bap
969,Singer/Songwriter
969,Contemporary Folk
970,Chicago Blues
971,Vaporwave
972,Alternative Rock
973,Singer/Songwriter
973,Indie Folk
974,Hard Rock
975,Nueva canción latinoamericana
975,Singer/Songwriter
976,Impressionism
977,Art Rock
977,Alternative Rock
978,Video Game Music
978,Cinematic Classical
979,Glitch Hop
979,Experimental Hip Hop
979,Abstract Hip Hop
980,Blackgaze
980,Post-Metal
981,Neofolk
982,American Primitivism
983,Rhythm &amp; Blues
983,Soul
983,Soul Blues
984,Celtic Rock
984,Folk Rock
985,Symphonic Prog
985,Progressive Rock
986,Singer/Songwriter
986,Satire
986,Piano Rock
987,Drone
988,Twee Pop
988,Indie Pop
989,Pop Rock
989,Soft Rock
990,Hard Rock
991,Southern Soul
991,Smooth Soul
992,Delta Blues
993,Folk Metal
994,Grunge
994,Film Soundtrack
994,Alternative Rock
995,Rock urbano español
995,Hard Rock
996,Video Game Music
996,Dark Ambient
997,Cool Jazz
998,Death Metal
999,Tango nuevo
1000,Downtempo
1000,Ambient Pop
1001,Heavy Metal
1001,US Power Metal
1002,Jangle Pop
1002,Indie Pop
1003,Pop Rock
1003,Rock Opera
1003,Synthpop
1004,Vocal Jazz
1004,Standards
1004,Big Band
1005,Gothic Country
1005,Americana
1006,Roots Reggae
1006,Reggae
1007,Technical Thrash Metal
1007,Thrash Metal
1008,Video Game Music
1008,Electronic
1009,Alternative Rock
1009,Pop Rock
1010,Free Jazz
1011,Blues Rock
1011,Psychedelic Rock
1012,Atmospheric Sludge Metal
1012,Post-Rock
1012,Post-Metal
1013,Symphonic Prog
1013,Symphonic Rock
1014,Alternative Rock
1014,Psychedelic Rock
1014,Art Rock
1015,Death Metal
1016,Sophisti-Pop
1016,Smooth Soul
1017,Contemporary R&amp;B
1018,Progressive Electronic
1018,Film Score
1019,Blues Rock
1019,Electric Texas Blues
1020,Hard Bop
1021,Hard Rock
1021,Glam Rock
1022,Vocal Jazz
1022,Standards
1023,Psychedelic Rock
1023,Blues Rock
1024,Electric Blues
1025,Progressive Rock
1025,Psychedelic Rock
1026,Punk Rock
1027,Film Score
1027,Cinematic Classical
1028,Microhouse
1028,IDM
1029,Persian Classical Music
1029,Hindustani Classical Music
1030,Jazz Pop
1030,Art Pop
1030,Film Soundtrack
1031,Progressive Metal
1032,Post-Bop
1033,Progressive Metal
1034,Electropop
1034,Synthpop
1035,Post-Rock
1035,Experimental Rock
1036,Funk Metal
1036,Alternative Metal
1037,Film Soundtrack
1037,Psychedelic Soul
1037,Pop Rock
1037,Art Pop
1038,East Coast Hip Hop
1038,Boom Bap
1038,Gangsta Rap
1038,Hardcore Hip Hop
1039,Symphonic Prog
1039,Progressive Rock
1040,Thrash Metal
1041,Berlin School
1042,Heavy Metal
1042,US Power Metal
1042,Power Metal
1043,Progressive Electronic
1044,Contemporary Folk
1044,Cantoria
1045,Gothic Rock
1046,Jazz-Rock
1046,Alternative Rock
1047,Death Metal
1047,Thrash Metal
1048,Thrash Metal
1049,New Wave
1050,Symphonic Prog
1050,Progressive Rock
1051,Power Metal
1052,Soul
1052,Jazz-Funk
1052,Funk
1053,Southern Soul
1053,Deep Soul
1054,Noise Rock
1054,Post-Hardcore
1055,Gothic Metal
1056,Alt-Country
1056,Singer/Songwriter
1056,Indie Rock
1057,Sophisti-Pop
1058,Deep House
1059,Power Metal
1059,Rock Opera
1060,Reggae
1060,Rocksteady
1061,Electroacoustic
1061,Tape Music
1061,Stochastic Music
1062,Synth Funk
1062,Contemporary R&amp;B
1062,Pop Soul
1063,Funk
1063,Soul
1064,East Coast Hip Hop
1064,Boom Bap
1065,Indie Rock
1065,Punk Rock
1066,Blues Rock
1066,Electric Texas Blues
1067,Singer/Songwriter
1067,Piano Rock
1068,Film Score
1068,Cinematic Classical
1069,Video Game Music
1069,16-bit
1070,West Coast Hip Hop
1071,Dream Pop
1071,Neo-Psychedelia
1071,Shoegaze
1072,Electronic
1072,Trip Hop
1073,Heavy Metal
1074,Emoviolence
1075,New Wave
1075,Pop Rock
1076,Atmospheric Sludge Metal
1076,Sludge Metal
1077,Progressive Rock
1078,Afrobeat
1079,Thrash Metal
1080,Progressive Rock
1080,Art Punk
1080,Experimental Rock
1080,Zolo
1081,East Coast Hip Hop
1081,Jazz Rap
1081,Boom Bap
1082,Hard Rock
1083,Heavy Metal
1083,US Power Metal
1084,Blues Rock
1084,Psychedelic Rock
1085,Britpop
1086,Alternative Dance
1086,Synthpop
1087,Garage Punk
1088,East Coast Hip Hop
1088,Conscious Hip Hop
1088,Boom Bap
1089,Hard Rock
1090,American Primitivism
1091,Neofolk
1092,Progressive Rock
1093,Progressive Rock
1093,Andean Rock
1094,Ambient Pop
1094,Dream Pop
1094,Post-Rock
1095,Post-Punk
1095,Art Punk
1096,Vocal Jazz
1096,Soul
1097,Alternative Rock
1097,Pop Rock
1098,Samba-canção
1098,Samba
1099,Singer/Songwriter
1099,Indie Rock
1099,Art Rock
1100,Gothic Metal
1101,Post-Rock
1101,Experimental Rock
1101,Post-Punk
1102,Garage Rock Revival
1102,Alternative Rock
1103,Heavy Metal
1103,Power Metal
1104,Stochastic Music
1104,Electroacoustic
1104,Tape Music
1105,Folk Rock
1105,Singer/Songwriter
1105,Contemporary Folk
1106,East Coast Hip Hop
1106,Conscious Hip Hop
1107,Rhythm &amp; Blues
1107,Film Soundtrack
1108,Psychedelic Soul
1109,Psychedelic Rock
1110,East Coast Hip Hop
1110,Boom Bap
1110,Hardcore Hip Hop
1111,Film Score
1111,Cinematic Classical
1112,Flamenco
1113,Midwest Emo
1114,Americana
1114,Country
1115,Delta Blues
1116,Avant-Garde Jazz
1116,Post-Bop
1117,Post-Bop
1118,Third Stream
1118,Free Jazz
1118,Modern Creative
1119,New Wave
1119,Power Pop
1119,Pop Rock
1120,West Coast Hip Hop
1120,Gangsta Rap
1120,Political Hip Hop
1120,Hardcore Hip Hop
1121,Art Rock
1121,Proto-Punk
1122,Americana
1122,Contemporary Folk
1123,East Coast Hip Hop
1123,Boom Bap
1123,Conscious Hip Hop
1124,Roots Reggae
1125,Funeral Doom Metal
1126,MPB
1126,Samba-rock
1127,Post-Bop
1127,Progressive Big Band
1128,Chamber Folk
1128,Singer/Songwriter
1128,Contemporary Folk
1129,Bubblegum Bass
1130,Alternative Rock
1131,Modern Classical
1131,Chamber Jazz
1132,Alt-Country
1133,Psychedelic Rock
1133,Blues Rock
1134,Indie Rock
1135,Chanson à texte
1136,Synthpop
1137,Video Game Music
1137,Ambient
1138,Electropop
1138,Hyperpop
1138,Bubblegum Bass
1139,Punk Blues
1139,Psychobilly
1140,Heartland Rock
1140,Singer/Songwriter
1141,Shoegaze
1141,Emo
1141,Noise Pop
1142,Tango nuevo
1142,Latin American Classical Music
1143,Progressive Metal
1144,Atmospheric Black Metal
1145,Alt-Country
1145,Americana
1145,Singer/Songwriter
1146,Pop Rock
1146,Sunshine Pop
1147,Pop Rock
1147,Heartland Rock
1148,Punk Rock
1149,Progressive Rock
1149,Alternative Rock
1150,MPB
1150,Singer/Songwriter
1151,Southern Soul
1152,Singer/Songwriter
1153,Punk Rock
1153,New Wave
1154,Choral
1154,Modern Classical
1155,New Wave
1155,Post-Punk
1156,Thrash Metal
1157,Symphonic Prog
1157,Progressive Rock
1158,Progressive Metal
1159,Ambient
1159,Drone
1160,Folk Pop
1160,Singer/Songwriter
1160,Pop Rock
1161,Alt-Country
1161,Americana
1161,Folk Rock
1161,Contemporary Folk
1162,Big Band
1162,Swing
1163,Jazz-Rock
1163,Yacht Rock
1163,Pop Rock
1164,Space Rock
1164,Canterbury Scene
1165,ECM Style Jazz
1165,Avant-Garde Jazz
1166,Synthpop
1166,Alt-Pop
1166,Art Pop
1167,Grindcore
1168,Hardcore Hip Hop
1168,Political Hip Hop
1169,Shibuya-kei
1169,Jazz Pop
1170,Progressive Metal
1170,Sludge Metal
1171,Death Metal
1172,Roots Reggae
1173,Post-Punk
1174,Zeuhl
1175,Vanguarda paulista
1175,Samba
1175,Art Rock
1176,Hindustani Classical Music
1177,Video Game Music
1177,Sequencer &amp; Tracker
1178,Film Score
1179,Bluegrass
1179,Traditional Country
1180,Thrash Metal
1180,Heavy Metal
1181,Singer/Songwriter
1181,Art Pop
1182,Heartland Rock
1183,Alternative Rock
1183,Power Pop
1184,New Wave
1185,Smooth Soul
1185,Sophisti-Pop
1186,Power Metal
1187,Flamenco nuevo
1187,Experimental Rock
1188,Abstract Hip Hop
1188,West Coast Hip Hop
1189,Blues Rock
1189,Soul Blues
1190,Chopped and Screwed
1190,Glitch Hop
1190,Instrumental Hip Hop
1190,Experimental Hip Hop
1191,Film Score
1191,Cinematic Classical
1192,Post-Punk
1192,Post-Hardcore
1193,Outlaw Country
1194,Hard Rock
1195,Vocal Jazz
1195,Standards
1196,Progressive Big Band
1196,Jazz Fusion
1197,Britpop
1197,Glam Rock
1198,Psychedelic Rock
1198,Psychedelic Pop
1199,Post-Bop
1200,Film Score
1200,Chamber Music
1201,Alternative Rock
1202,Heartland Rock
1203,Alternative Rock
1203,Power Pop
1204,New Wave
1205,Smooth Soul
1205,Sophisti-Pop
1206,Power Metal
1207,Flamenco nuevo
1207,Experimental Rock
1208,Abstract Hip Hop
1208,West Coast Hip Hop
1209,Blues Rock
1209,Soul Blues
1210,Chopped and Screwed
1210,Glitch Hop
1210,Instrumental Hip Hop
1210,Experimental Hip Hop
1211,Film Score
1211,Cinematic Classical
1212,Post-Punk
1212,Post-Hardcore
1213,Outlaw Country
1214,Hard Rock
1215,Vocal Jazz
1215,Standards
1216,Progressive Big Band
1216,Jazz Fusion
1217,Britpop
1217,Glam Rock
1218,Psychedelic Rock
1218,Psychedelic Pop
1219,Post-Bop
1220,Film Score
1220,Chamber Music
1221,Alternative Rock
1222,Tropicália
1223,MPB
1223,Samba-rock
1224,Slowcore
1224,Dream Pop
1225,Zeuhl
1226,Gothic Rock
1227,Hard Rock
1228,Free Jazz
1229,Free Jazz
1229,Modern Creative
1229,Free Improvisation
1230,ECM Style Jazz
1230,Jazz Fusion
1231,Ambient
1231,Ambient Techno
1232,Hard Rock
1232,Glam Rock
1233,Country Rock
1233,Singer/Songwriter
1233,Country
1234,Hard Rock
1234,Progressive Rock
1235,East Coast Hip Hop
1235,Hardcore Hip Hop
1235,Boom Bap
1236,Black Metal
1237,Dub
1237,Roots Reggae
1238,Zeuhl
1239,Death Metal
1240,Funeral Doom Metal
1241,Post-Hardcore
1241,J-Rock
1242,Hill Country Blues
1242,Blues Rock
1243,Psychedelic Rock
1243,Noise Rock
1244,Bossa nova
1245,Samba
1246,Video Game Music
1246,Jazz
1247,Film Soundtrack
1247,Film Score
1247,Show Tunes
1248,Chicago Blues
1248,Soul Blues
1249,Punk Rock
1250,Gothic Rock
1251,Synthpop
1251,Dance-Pop
1251,Hi-NRG
1252,Progressive Metal
1252,Black Metal
1253,Pop Rock
1253,Singer/Songwriter
1253,New Wave
1254,Avant-Prog
1254,Jazz-Rock
1254,Progressive Rock
1255,Thrash Metal
1256,Pop Rock
1256,Mashup
1256,Psychedelic Rock
1257,Post-Punk
1258,Chicago Blues
1259,Abstract Hip Hop
1259,East Coast Hip Hop
1259,Experimental Hip Hop
1260,Nueva canción española
1260,Singer/Songwriter
1260,Baroque Pop
1261,Progressive Electronic
1262,Electric Texas Blues
1262,Blues Rock
1263,Experimental Rock
1264,Blues Rock
1264,Country Rock
1265,Chamber Jazz
1265,Jazz Fusion
1265,Third Stream
1266,Indie Rock
1266,Punk Rock
1267,Progressive Rock
1268,Conscious Hip Hop
1269,NWOBHM
1269,Heavy Metal
1270,Progressive Rock
1271,Melodic Death Metal
1272,Synthpop
1273,East Coast Hip Hop
1273,Boom Bap
1274,Chicago Blues
1275,Pop Rock
1275,Symphonic Rock
1276,Neoclassical Darkwave
1277,Doom Metal
1278,Southern Rock
1278,Blues Rock
1279,Power Pop
1279,Hard Rock
1280,Instrumental Hip Hop
1281,Video Game Music
1281,J-Rock
1282,Television Music
1282,Dark Jazz
1283,Soul
1283,Jazz-Funk
1283,Funk
1284,Video Game Music
1284,Orchestral
1284,Cinematic Classical
1285,Avant-Garde Jazz
1286,Hard Bop
1287,Blues Rock
1288,Modal Jazz
1289,Glam Rock
1289,Art Rock
1290,Art Pop
1290,Singer/Songwriter
1291,East Coast Hip Hop
1291,Boom Bap
1292,New Wave
1292,Post-Punk
1293,Progressive Metal
1294,Chanson à texte
1295,Electric Blues
1296,Video Game Music
1296,Dark Ambient
1296,Electronic
1297,Hardcore Hip Hop
1297,Experimental Hip Hop
1297,Abstract Hip Hop
1297,Industrial Hip Hop
1298,Jazz Fusion
1299,Roots Reggae
1300,Film Score
1300,Cinematic Classical
1301,Electric Blues
1301,Hill Country Blues
1302,Afrobeat
1303,Swamp Rock
1304,Canterbury Scene
1304,Psychedelic Rock
1304,Jazz-Rock
1304,Experimental Rock
1305,Space Rock
1305,Psychedelic Rock
1306,Technical Death Metal
1307,Art Rock
1307,Singer/Songwriter
1308,Slowcore
1308,Dream Pop
1309,Stand-Up Comedy
1310,Shoegaze
1311,Progressive Electronic
1312,Canterbury Scene
1312,Space Rock
1313,Jazz
1313,Chamber Jazz
1314,Post-Punk
1315,Power Metal
1315,Progressive Metal
1316,Vocal Jazz
1316,Standards
1317,Folk Rock
1317,Country Rock
1318,Dark Jazz
1319,Film Score
1319,Jazz-Funk
1319,Third Stream
1320,Glam Rock
1320,Film Soundtrack
1320,Art Rock
1321,Spectralism
1322,Pop Rock
1323,Experimental Hip Hop
1323,Abstract Hip Hop
1323,East Coast Hip Hop
1324,Sludge Metal
1324,Drone Metal
1325,Black Metal
1326,Shoegaze
1326,Alternative Rock
1327,Chanson à texte
1328,Modern Classical
1328,Chamber Music
1329,MPB
1329,Folk Rock
1330,Video Game Music
1330,Sequencer &amp; Tracker
1331,Pop Rock
1331,Singer/Songwriter
1332,Minimal Techno
1332,Tech House
1333,Folk Rock
1333,Singer/Songwriter
1334,Progressive Rock
1334,Art Rock
1335,Vanguarda paulista
1335,Afoxé
1336,Soul
1336,Jazz-Funk
1336,Soul Jazz
1337,West Coast Hip Hop
1337,Conscious Hip Hop
1337,Boom Bap
1338,Modal Jazz
1339,Pop Rock
1339,J-Rock
1340,Film Score
1340,Third Stream
1340,Cinematic Classical
1340,Dark Jazz
1341,Roots Reggae
1342,Television Music
1342,Modern Classical
1342,Cinematic Classical
1343,Heavy Metal
1344,Ambient
1345,Ambient
1346,Industrial Metal
1347,Neo-Psychedelia
1347,Indie Rock
1348,Video Game Music
1348,Cinematic Classical
1349,Neue Deutsche Härte
1349,Industrial Metal
1350,No Wave
1351,Progressive Rock
1352,Heartland Rock
1353,Jazz Fusion
1354,Experimental Rock
1354,Art Rock
1355,Gothic Country
1355,Alt-Country
1356,Film Score
1356,Modern Classical
1357,Salsa dura
1358,Ambient
1358,Film Score
1358,Electronic
1359,Merseybeat
1359,Pop Rock
1360,Glitch Pop
1360,Alternative R&amp;B
1361,Roots Rock
1361,Folk Rock
1362,Thrash Metal
1363,East Coast Hip Hop
1363,Conscious Hip Hop
1364,Indie Pop
1364,Pop Rock
1365,Chicago Blues
1366,Impressionism
1367,Grunge
1367,Alternative Rock
1368,Synthpop
1368,Electro-Disco
1369,Progressive Rock
1370,Chamber Folk
1370,Singer/Songwriter
1371,Hindustani Classical Music
1372,Progressive Rock
1373,Samba-jazz
1374,Progressive Country
1374,Singer/Songwriter
1375,Ethio-Jazz
1376,Boom Bap
1377,Video Game Music
1377,Choral
1377,Orchestral
1377,Cinematic Classical
1378,Piedmont Blues
1378,American Folk Music
1379,East Coast Hip Hop
1379,Boom Bap
1380,Film Score
1380,Cinematic Classical
1381,Atmospheric Black Metal
1381,Pagan Black Metal
1382,Synthpop
1383,Death Metal
1384,East Coast Hip Hop
1384,Boom Bap
1384,Hardcore Hip Hop
1385,Latin Rap
1385,Conscious Hip Hop
1386,Blues Rock
1387,Horror Punk
1387,Hardcore Punk
1388,Southern Rock
1389,Film Score
1389,Electronic
1389,Ambient
1390,Progressive Rock
1391,Gothic Country
1392,Chicago Blues
1393,Baroque Pop
1393,Psychedelic Pop
1394,Alternative Rock
1394,Indie Rock
1395,Progressive Rock
1396,Progressive Metal
1396,Folk Metal
1397,Progressive Electronic
1397,Krautrock
1398,Progressive Rock
1399,Melodic Black Metal
1400,Post-Bop
1401,Blues Rock
1401,Hard Rock
1402,Stand-Up Comedy
1403,Chillwave
1403,Synthpop
1403,Hypnagogic Pop
1404,British Folk Rock
1405,Progressive Rock
1406,Big Band
1407,Heavy Metal
1407,Power Metal
1407,US Power Metal
1408,Noise Rock
1408,Alternative Rock
1409,Space Rock
1409,Psychedelic Rock
1410,Thrash Metal
1411,Heavy Metal
1411,Hard Rock
1412,Techno
1413,Techno
1413,Progressive House
1414,Progressive Metal
1414,Symphonic Metal
1414,Avant-Garde Metal
1415,Roots Rock
1416,American Primitivism
1417,Screamo
1418,Hard Rock
1418,Pop Rock
1419,Southern Rock
1419,Country Rock
1420,Power Pop
1420,J-Rock
1420,Alternative Rock
1421,Post-Punk
1421,Psychedelic Rock
1422,Alternative Rock
1422,Indie Pop
1422,Pop Rock
1423,Zeuhl
1424,East Coast Hip Hop
1424,Abstract Hip Hop
1424,Hardcore Hip Hop
1425,Trap
1425,Cloud Rap
1425,Southern Hip Hop
1426,Singer/Songwriter
1426,Alt-Country
1427,Blues Rock
1428,Funk
1428,Soul
1429,Shoegaze
1429,Emo
1430,Sludge Metal
1431,Singer/Songwriter
1431,Folk Rock
1432,Berlin School
1432,Progressive Electronic
1433,Video Game Music
1433,Ambient
1433,Electronic
1434,Hard Rock
1434,Glam Rock
1435,Singer/Songwriter
1436,Glam Rock
1436,Art Rock
1437,Alternative Rock
1437,Singer/Songwriter
1438,Experimental Hip Hop
1438,Abstract Hip Hop
1439,Post-Punk
1440,Música de intervenção
1440,Contemporary Folk
1440,Singer/Songwriter
1441,Garage Rock
1441,Proto-Punk
1442,British Folk Rock
1442,Folk Baroque
1443,Technical Death Metal
1443,Death Metal
1444,Power Metal
1445,Power Metal
1445,Heavy Metal
1445,US Power Metal
1446,Singer/Songwriter
1446,Piano Rock
1446,Pop Soul
1446,Art Pop
1447,Samba-choro
1447,Samba
1448,Modern Classical
1448,Spanish Classical Music
1448,Concerto
1448,Impressionism
1448,Neoclassicism
1449,Space Rock
1449,Canterbury Scene
1449,Psychedelic Rock
1450,Hard Rock
1451,Hardcore Hip Hop
1452,Noise Rock
1452,Post-Hardcore
1453,Industrial Hip Hop
1453,Horrorcore
1454,Post-Punk
1455,Cool Jazz
1456,Space Rock
1456,Canterbury Scene
1456,Progressive Rock
1457,Funeral Doom Metal
1458,Stochastic Music
1458,Orchestral
1459,Neoclassical Darkwave
1459,Death Industrial
1460,Dream Pop
1460,Indie Pop
1461,Jazz-Rock
1461,Alternative Rock
1462,Singer/Songwriter
1462,Folk Rock
1463,Progressive Metal
1464,Tribal Ambient
1464,New Age
1465,Spiritual Jazz
1466,Post-Hardcore
1466,Noise Rock
1466,Math Rock
1467,Abstract Hip Hop
1467,East Coast Hip Hop
1468,Post-Hardcore
1468,J-Rock
1468,Alternative Rock
1469,New Wave
1469,Pop Rock
1470,Film Score
1470,Neoclassical New Age
1470,Cinematic Classical
1471,New Wave
1471,Synthpop
1472,Folk Rock
1472,Singer/Songwriter
1473,Grunge
1473,Alternative Rock
1474,Progressive Rock
1474,Folk Rock
1475,Memphis Rap
1475,Gangsta Rap
1475,Southern Hip Hop
1476,Post-Bop
1477,Outlaw Country
1477,Singer/Songwriter
1477,Progressive Country
1478,Post-Punk
1478,Experimental Rock
1478,Art Punk
1479,Ambient Techno
1479,Techno
1480,Synthpop
1480,New Wave
1481,Melodic Death Metal
1482,Freak Folk
1482,Neo-Psychedelia
1482,Avant-Folk
1483,American Primitivism
1484,Pop Rock
1484,Singer/Songwriter
1485,Noise
1485,Drone
1486,Alternative Metal
1487,Hard Rock
1488,NWOBHM
1488,Heavy Metal
1489,Hard Rock
1489,Heavy Metal
1490,Canzone d&#39;autore
1490,Singer/Songwriter
1491,Modern Classical
1491,Film Score
1492,Film Score
1492,Cinematic Classical
1493,Progressive Rock
1493,Psychedelic Rock
1494,Britpop
1495,Experimental Hip Hop
1495,Abstract Hip Hop
1496,D-Beat
1497,Stoner Metal
1498,Progressive Pop
1498,Art Pop
1498,Experimental
1498,Ambient Pop
1499,Rock
1499,Singer/Songwriter
1500,Vocal Jazz
1501,Hard Rock
1501,Heavy Metal
1502,Thrash Metal
1503,Cool Jazz
1503,Television Music
1504,Electric Blues
1504,Chicago Blues
1505,Heartland Rock
1505,Pop Rock
1506,Krautrock
1507,Big Band
1508,New Wave
1509,Alternative Rock
1509,Emo
1509,Midwest Emo
1510,Progressive Metal
1511,Singer/Songwriter
1512,Free Jazz
1513,Southern Rock
1514,Progressive Metal
1514,Neoclassical Metal
1515,Progressive Metal
1516,Film Score
1516,Cinematic Classical
1517,Folk Rock
1517,Psychedelic Rock
1518,Melodic Death Metal
1519,Canterbury Scene
1519,Progressive Rock
1520,Death Doom Metal
1520,Gothic Metal
1520,Doom Metal
1521,Memphis Rap
1521,Gangsta Rap
1521,Southern Hip Hop
1522,Heavy Metal
1523,Sophisti-Pop
1523,New Romantic
